Year;Title;Artist;Genre;Duration (seconds);Duration (min:sec);Release Date;Popularity
2015;Jukebox Joints (feat. Joe Fox & Kanye West);A$AP Rocky, Joe Fox, Kanye West;east coast hip hop, hip hop, rap, trap;323;5:23;2015-05-26;74
2015;Soldier, Poet, King;The Oh Hellos;folk-pop, pov: indie, san marcos tx indie, stomp and holler;165;2:45;2015-10-16;76
2015;Don't Tell 'Em;Jeremih, YG;chicago rap, pop rap, r&b, southern hip hop, trap, urban contemporary;266;4:26;2015-12-04;75
2015;Sedona;Houndmouth;indie folk, modern folk rock, new americana, stomp and holler;239;3:59;2015-03-17;70
2015;Waiting For Love;Avicii;edm, pop, pop dance;230;3:50;2015-10-02;84
2015;Training Wheels;Melanie Martinez;alt z, electropop, pop;205;3:25;2015-08-14;76
2015;King Kunta;Kendrick Lamar;conscious hip hop, hip hop, rap, west coast rap;234;3:54;2015-03-16;76
2015;Tear in My Heart;Twenty One Pilots;modern rock, pop, pov: indie, rock;188;3:08;2015-05-15;76
2015;Renegades;X Ambassadors;modern alternative rock, modern rock, stomp pop;195;3:15;2015-06-30;79
2015;Buy Me a Boat;Chris Janson;contemporary country, country, country road, modern country rock;179;2:59;2015-10-30;71
2015;Hymn for the Weekend;Coldplay;permanent wave, pop;258;4:18;2015-12-04;85
2015;Fire Away;Chris Stapleton;contemporary country, outlaw country;244;4:04;2015-05-04;72
2015;Record Year;Eric Church;contemporary country, country, country road;179;2:59;2015-11-11;71
2015;Nangs;Tame Impala;australian psych, modern rock, neo-psychedelic, rock;107;1:47;2015-07-17;74
2015;Acquainted;The Weeknd;canadian contemporary r&b, canadian pop, pop;348;5:48;2015-08-28;76
2015;Antidote;Travis Scott;hip hop, rap, slap house;262;4:22;2015-09-04;75
2015;Send My Love (To Your New Lover);Adele;british soul, pop, pop soul, uk pop;223;3:43;2015-11-20;76
2015;Roses;The Chainsmokers, ROZES;electropop, pop;226;3:46;2015-06-16;77
2015;$outh $ide $uicide;$uicideboy$, Pouya;cloud rap, dark trap, new orleans rap, underground hip hop;169;2:49;2015-06-15;72
2015;Immortals;Fall Out Boy;emo, modern rock, pop, pop punk, rock;189;3:09;2015-01-20;76
2015;Drag Me Down;One Direction;boy band, pop, post-teen pop, talent show;192;3:12;2015-11-13;81
2015;Play Date;Melanie Martinez;alt z, electropop, pop;179;2:59;2015-08-14;79
2015;Like I'm Gonna Lose You (feat. John Legend);Meghan Trainor, John Legend;hip pop, pop;225;3:45;2015-01-09;79
2015;Everyday (feat. Rod Stewart, Miguel & Mark Ronson);A$AP Rocky, Rod Stewart, Miguel, Mark Ronson;east coast hip hop, hip hop, rap, trap;260;4:20;2015-05-26;77
2016;Pink + White;Frank Ocean;lgbtq+ hip hop, neo soul;184;3:04;2016-08-20;90
2016;Father Stretch My Hands Pt. 1;Kanye West;chicago rap, hip hop, rap;135;2:15;2016-06-10;86
2016;One Dance;Drake, Wizkid, Kyla;canadian hip hop, canadian pop, hip hop, pop rap, rap;173;2:53;2016-05-06;89
2016;Starboy;The Weeknd, Daft Punk;canadian contemporary r&b, canadian pop, pop;230;3:50;2016-11-25;92
2016;Die For You;The Weeknd;canadian contemporary r&b, canadian pop, pop;260;4:20;2016-11-24;90
2016;Not Allowed;TV Girl;pov: indie;167;2:47;2016-02-25;85
2016;That's What I Like;Bruno Mars;dance pop, pop;206;3:26;2016-11-17;88
2016;Cigarettes out the Window;TV Girl;pov: indie;198;3:18;2016-02-25;84
2016;Redbone;Childish Gambino;atl hip hop, hip hop, rap;326;5:26;2016-12-02;85
2016;Stargirl Interlude;The Weeknd, Lana Del Rey;canadian contemporary r&b, canadian pop, pop;111;1:51;2016-11-24;86
2016;goosebumps;Travis Scott;hip hop, rap, slap house;243;4:03;2016-09-16;87
2016;Antarctica;$uicideboy$;cloud rap, dark trap, new orleans rap, underground hip hop;126;2:06;2016-01-26;81
2016;Ophelia;The Lumineers;folk-pop, modern rock, stomp and holler;160;2:40;2016-04-08;78
2016;Me and Your Mama;Childish Gambino;atl hip hop, hip hop, rap;379;6:19;2016-12-02;83
2016;My Shit;A Boogie Wit da Hoodie;melodic rap, rap, trap;128;2:08;2016-09-16;80
2016;Some;Steve Lacy;afrofuturism;118;1:58;2016-10-31;82
2016;Night Shift;Jon Pardi;contemporary country, country, country road, modern country rock;172;2:52;2016-05-13;79
2016;Ivy;Frank Ocean;lgbtq+ hip hop, neo soul;249;4:09;2016-08-20;82
2016;Congratulations;Post Malone, Quavo;dfw rap, melodic rap, pop, rap;220;3:40;2016-12-09;84
2016;Needed Me;Rihanna;barbadian pop, pop, urban contemporary;191;3:11;2016-01-28;83
2016;Heartache On The Dance Floor;Jon Pardi;contemporary country, country, country road, modern country rock;205;3:25;2016-05-13;78
2016;Die For You;The Weeknd;canadian contemporary r&b, canadian pop, pop;260;4:20;2016-11-25;86
2016;sdp interlude;Travis Scott;hip hop, rap, slap house;191;3:11;2016-09-16;83
2016;Love On The Brain;Rihanna;barbadian pop, pop, urban contemporary;224;3:44;2016-01-28;86
2016;Head Over Boots;Jon Pardi;contemporary country, country, country road, modern country rock;202;3:22;2016-05-13;77
2016;Feel No Ways;Drake;canadian hip hop, canadian pop, hip hop, pop rap, rap;240;4:00;2016-05-06;79
2016;Poison;Brent Faiyaz;r&b, rap;212;3:32;2016-08-03;80
2016;Congratulations (feat. Bilal);Mac Miller, Bilal;hip hop, pittsburgh rap, pop rap, rap;256;4:16;2016-09-16;82
2016;Dirt On My Boots;Jon Pardi;contemporary country, country, country road, modern country rock;201;3:21;2016-05-13;77
2016;I Fall Apart;Post Malone;dfw rap, melodic rap, pop, rap;223;3:43;2016-12-09;81
2016;Nights;Frank Ocean;lgbtq+ hip hop, neo soul;307;5:07;2016-08-20;80
2016;Closer;The Chainsmokers, Halsey;electropop, pop;244;4:04;2016-07-29;86
2016;Still Think About You;A Boogie Wit da Hoodie;melodic rap, rap, trap;246;4:06;2016-09-16;77
2016;Young;Vacations;newcastle nsw indie;189;3:09;2016;82
2016;Reminder;The Weeknd;canadian contemporary r&b, canadian pop, pop;218;3:38;2016-11-25;89
2016;Say You Won't Let Go;James Arthur;pop, talent show, uk pop;211;3:31;2016-10-28;87
2016;7 Years;Lukas Graham;danish pop, scandipop;237;3:57;2016-04-01;85
2016;Japanese Denim;Daniel Caesar;canadian contemporary r&b;270;4:30;2016-10-21;80
2016;Looking Out for You;Joy Again;indie garage rock, pov: indie;179;2:59;2016-01-15;80
2016;white tee;Lil Peep, Lil Tracy;cloud rap, emo rap, lgbtq+ hip hop;132;2:12;2016-06-10;79
2016;White Iverson;Post Malone;dfw rap, melodic rap, pop, rap;256;4:16;2016-12-09;79
2016;Go Flex;Post Malone;dfw rap, melodic rap, pop, rap;179;2:59;2016-12-09;80
2016;White Ferrari;Frank Ocean;lgbtq+ hip hop, neo soul;248;4:08;2016-08-20;79
2016;This Is What You Came For;Calvin Harris, Rihanna;dance pop, edm, electro house, house, pop, progressive house, uk dance;222;3:42;2016-04-29;85
2016;Party Monster;The Weeknd;canadian contemporary r&b, canadian pop, pop;249;4:09;2016-11-25;84
2016;Unstoppable;Sia;australian dance, australian pop, pop;217;3:37;2016-10-21;83
2016;"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")";Justin Timberlake;dance pop, pop;237;3:57;2016-09-23;76
2016;Cake By The Ocean;DNCE;dance pop, pop;219;3:39;2016-11-18;84
2016;Cleopatra;The Lumineers;folk-pop, modern rock, stomp and holler;201;3:21;2016-04-08;74
2016;What Ifs (feat. Lauren Alaina);Kane Brown, Lauren Alaina;black americana, contemporary country, country, country road;188;3:08;2016-12-02;75
2016;Sex, Drugs, Etc.;Beach Weather;;196;3:16;2016-11-04;83
2016;Money Longer;Lil Uzi Vert;hip hop, melodic rap, philly rap, rage rap, rap;198;3:18;2016-05-27;75
2016;Makeba;Jain;french pop;248;4:08;2016-11-25;81
2016;Way down We Go;KALEO;icelandic indie, icelandic rock, modern alternative rock;213;3:33;2016-06-10;85
2016;Chill Bill (feat. J. Davi$ & Spooks);Rob $tone, J. Davi$, J Spooks;san diego rap, viral trap;177;2:57;2016-06-17;77
2016;24K Magic;Bruno Mars;dance pop, pop;225;3:45;2016-11-17;81
2016;Heathens;Twenty One Pilots;modern rock, pop, pov: indie, rock;195;3:15;2016-06-16;83
2016;Jungle;A Boogie Wit da Hoodie;melodic rap, rap, trap;174;2:54;2016-09-16;76
2016;Hotline Bling;Drake;canadian hip hop, canadian pop, hip hop, pop rap, rap;267;4:27;2016-05-06;80
2016;Say It;Tory Lanez;canadian hip hop, canadian trap, melodic rap, pop rap, r&b, rap, trap;237;3:57;2016-08-19;78
2016;House of Memories;Panic! At The Disco;pop;208;3:28;2016-01-15;83
2016;Low Life (feat. The Weeknd);Future, The Weeknd;atl hip hop, hip hop, rap, southern hip hop, trap;313;5:13;2016-04-13;78
2016;Mr. Loverman;Ricky Montgomery;la indie, pop, pov: indie;216;3:36;2016-04-08;79
2016;How Far I'll Go;Auli'i Cravalho;movie tunes;163;2:43;2016-11-18;76
2016;Too Good;Drake, Rihanna;canadian hip hop, canadian pop, hip hop, pop rap, rap;263;4:23;2016-05-06;78
2016;Into You;Ariana Grande;pop;244;4:04;2016-05-20;73
2016;Atlantis;Seafret;folk-pop;229;3:49;2016-01-29;86
2016;Neighbors;J. Cole;conscious hip hop, hip hop, north carolina hip hop, rap;216;3:36;2016-12-09;75
2016;Self Control;Frank Ocean;lgbtq+ hip hop, neo soul;249;4:09;2016-08-20;77
2016;Sleep On The Floor;The Lumineers;folk-pop, modern rock, stomp and holler;211;3:31;2016-04-08;72
2016;Real Love Baby;Father John Misty;art pop, chamber pop, indie rock, singer-songwriter, stomp and holler;189;3:09;2016-07-26;74
2016;Donald Trump;Mac Miller;hip hop, pittsburgh rap, pop rap, rap;164;2:44;2016-06-03;75
2016;I Took A Pill In Ibiza - Seeb Remix;Mike Posner, Seeb;dance pop, pop, pop dance, pop rap;197;3:17;2016-05-06;75
2016;Vagabond;Caamp;indie folk, stomp and holler;129;2:09;2016-03-08;74
2016;Don't Let Me Down;The Chainsmokers, Daya;electropop, pop;208;3:28;2016-02-05;83
2016;Feeling Whitney;Post Malone;dfw rap, melodic rap, pop, rap;257;4:17;2016-12-09;76
2016;Summers Over Interlude;Drake, Majid Jordan;canadian hip hop, canadian pop, hip hop, pop rap, rap;106;1:46;2016-05-06;75
2016;I Bet on Losing Dogs;Mitski;brooklyn indie, pov: indie;170;2:50;2016-06-17;77
2016;Swang;Rae Sremmurd;melodic rap, mississippi hip hop, pop rap, rap, trap;208;3:28;2016-08-12;76
2016;ocean eyes;Billie Eilish;art pop, electropop, pop;200;3:20;2016-11-18;73
2016;beamer boy;Lil Peep, Nedarb;cloud rap, emo rap, lgbtq+ hip hop;203;3:23;2016-01-21;76
2016;Come and See Me (feat. Drake);PARTYNEXTDOOR, Drake;r&b, rap, urban contemporary;235;3:55;2016-08-12;75
2016;You're Welcome;Dwayne Johnson;;163;2:43;2016-11-18;75
2016;A Life Where We Work Out (feat. Kaitlin Butts);Flatland Cavalry, Kaitlin Butts;classic texas country, red dirt;190;3:10;2016-04-01;71
2016;Stargirl Interlude;The Weeknd, Lana Del Rey;canadian contemporary r&b, canadian pop, pop;111;1:51;2016-11-25;81
2016;Let Me Love You;DJ Snake, Justin Bieber;edm, electronic trap, pop, pop dance;205;3:25;2016-08-05;86
2016;No Heart;21 Savage, Metro Boomin;atl hip hop, hip hop, rap, trap;235;3:55;2016-07-15;75
2016;All That Glitters Is Not Gold, But It's Still Damn Beautiful;$uicideboy$;cloud rap, dark trap, new orleans rap, underground hip hop;137;2:17;2016-12-17;73
2016;I Feel It Coming;The Weeknd, Daft Punk;canadian contemporary r&b, canadian pop, pop;269;4:29;2016-11-25;82
2016;Erase Your Social;Lil Uzi Vert;hip hop, melodic rap, philly rap, rage rap, rap;199;3:19;2016-08-10;73
2016;Work;Rihanna, Drake;barbadian pop, pop, urban contemporary;219;3:39;2016-01-28;79
2016;Line Without a Hook;Ricky Montgomery;la indie, pop, pov: indie;249;4:09;2016-04-08;81
2016;Fight Song;Rachel Platten;post-teen pop, viral pop;204;3:24;2016-01-01;79
2016;Controlla;Drake;canadian hip hop, canadian pop, hip hop, pop rap, rap;245;4:05;2016-05-06;75
2016;We Don't Talk Anymore (feat. Selena Gomez);Charlie Puth, Selena Gomez;pop, viral pop;217;3:37;2016-01-29;71
2016;Dangerous Woman;Ariana Grande;pop;235;3:55;2016-05-20;71
2016;Black Beatles;Rae Sremmurd, Gucci Mane;melodic rap, mississippi hip hop, pop rap, rap, trap;291;4:51;2016-08-12;77
2016;Deja Vu;J. Cole;conscious hip hop, hip hop, north carolina hip hop, rap;264;4:24;2016-12-09;73
2016;Never Be Like You (feat. Kai);Flume, kai;australian dance, australian electropop, australian indie, downtempo, edm, indietronica;234;3:54;2016-05-27;71
2016;Woo;Rihanna;barbadian pop, pop, urban contemporary;235;3:55;2016-01-28;77
2017;See You Again (feat. Kali Uchis);Tyler, The Creator, Kali Uchis;hip hop, rap;180;3:00;2017-07-21;93
2017;Clean White Noise - Loopable with no fade;White Noise Baby Sleep, White Noise for Babies;sleep;90;1:30;2017-01-08;93
2017;Don’t Blame Me;Taylor Swift;pop;236;3:56;2017-11-10;91
2017;Dark Red;Steve Lacy;afrofuturism;173;2:53;2017-02-20;88
2017;Feathered Indians;Tyler Childers;kentucky indie, kentucky roots, outlaw country;224;3:44;2017-08-04;82
2017;When It Rains It Pours;Luke Combs;contemporary country, country;240;4:00;2017-06-02;84
2017;Passionfruit;Drake;canadian hip hop, canadian pop, hip hop, pop rap, rap;298;4:58;2017-03-18;87
2017;Apocalypse;Cigarettes After Sex;ambient pop, dream pop, el paso indie, shoegaze;290;4:50;2017-06-09;84
2017;Getaway Car;Taylor Swift;pop;233;3:53;2017-11-10;87
2017;I Know You;Faye Webster;atlanta indie, indie pop;251;4:11;2017-05-12;83
2017;Freestyle;Lil Baby;atl hip hop, atl trap, rap, trap;162;2:42;2017-12-01;84
2017;LOVE. FEAT. ZACARI.;Kendrick Lamar, Zacari;conscious hip hop, hip hop, rap, west coast rap;213;3:33;2017-04-14;85
2017;Delicate;Taylor Swift;pop;232;3:52;2017-11-10;87
2017;Ric Flair Drip (with Metro Boomin);Offset, Metro Boomin;atl hip hop, pop rap, rap, trap;172;2:52;2017-10-30;85
2017;PRIDE.;Kendrick Lamar;conscious hip hop, hip hop, rap, west coast rap;275;4:35;2017-04-14;84
2017;HUMBLE.;Kendrick Lamar;conscious hip hop, hip hop, rap, west coast rap;177;2:57;2017-04-14;86
2017;20 Min;Lil Uzi Vert;hip hop, melodic rap, philly rap, rage rap, rap;220;3:40;2017-11-17;84
2017;Revenge;XXXTENTACION;emo rap, miami hip hop;120;2:00;2017-08-25;87
2017;Lady May;Tyler Childers;kentucky indie, kentucky roots, outlaw country;183;3:03;2017-08-04;80
2017;Look What You Made Me Do;Taylor Swift;pop;211;3:31;2017-11-10;86
2017;...Ready For It?;Taylor Swift;pop;208;3:28;2017-11-10;85
2017;Get You (feat. Kali Uchis);Daniel Caesar, Kali Uchis;canadian contemporary r&b;278;4:38;2017-08-25;84
2017;Solo;Future;atl hip hop, hip hop, rap, southern hip hop, trap;265;4:25;2017-07-27;82
2017;For the First Time;Mac DeMarco;edmonton indie, lo-fi indie, pov: indie;182;3:02;2017-05-05;83
2017;Teenage Fever;Drake;canadian hip hop, canadian pop, hip hop, pop rap, rap;219;3:39;2017-03-18;83
2017;Evergreen;Richy Mitch & The Coal Miners;modern folk rock;87;1:27;2017-05-17;84
2017;The Way Life Goes (feat. Oh Wonder);Lil Uzi Vert, Oh Wonder;hip hop, melodic rap, philly rap, rage rap, rap;221;3:41;2017-08-25;82
2017;Hurricane;Luke Combs;contemporary country, country;222;3:42;2017-06-02;80
2017;XO Tour Llif3;Lil Uzi Vert;hip hop, melodic rap, philly rap, rage rap, rap;182;3:02;2017-08-25;83
2017;Love Is Only a Feeling;Joey Bada$$;conscious hip hop, hip hop, rap;152;2:32;2017-07-06;81
2017;Dandelions;Ruth B.;alt z, canadian contemporary r&b, canadian pop, pop;233;3:53;2017-05-05;90
2017;Broken Clocks;SZA;pop, r&b, rap;231;3:51;2017-06-09;81
2017;Drowning (feat. Kodak Black);A Boogie Wit da Hoodie, Kodak Black;melodic rap, rap, trap;209;3:29;2017-09-29;79
2017;Location;Playboi Carti;atl hip hop, plugg, pluggnb, rage rap, rap;168;2:48;2017-04-14;81
2017;Fuck Love (feat. Trippie Redd);XXXTENTACION, Trippie Redd;emo rap, miami hip hop;146;2:26;2017-08-25;83
2017;Broken Halos;Chris Stapleton;contemporary country, outlaw country;180;3:00;2017-05-05;79
2017;I Did Something Bad;Taylor Swift;pop;238;3:58;2017-11-10;83
2017;Sunsetz;Cigarettes After Sex;ambient pop, dream pop, el paso indie, shoegaze;214;3:34;2017-06-09;79
2017;Jocelyn Flores;XXXTENTACION;emo rap, miami hip hop;119;1:59;2017-08-25;84
2017;Believer;Imagine Dragons;modern rock, pop, rock;204;3:24;2017-06-23;90
2017;K.;Cigarettes After Sex;ambient pop, dream pop, el paso indie, shoegaze;319;5:19;2017-06-09;79
2017;Crew (feat. Brent Faiyaz & Shy Glizzy);GoldLink, Brent Faiyaz, Shy Glizzy;alternative r&b;176;2:56;2017-03-24;79
2017;For the Last Time;$uicideboy$;cloud rap, dark trap, new orleans rap, underground hip hop;156;2:36;2017-09-05;78
2017;Thunder;Imagine Dragons;modern rock, pop, rock;187;3:07;2017-06-23;88
2017;Magnolia;Playboi Carti;atl hip hop, plugg, pluggnb, rage rap, rap;181;3:01;2017-04-14;82
2017;Everybody Dies In Their Nightmares;XXXTENTACION;emo rap, miami hip hop;95;1:35;2017-08-25;84
2017;Gorgeous;Taylor Swift;pop;209;3:29;2017-11-10;85
2017;Young Dumb & Broke;Khalid;pop, pop r&b;202;3:22;2017-04-27;82
2017;DNA.;Kendrick Lamar;conscious hip hop, hip hop, rap, west coast rap;185;3:05;2017-04-14;81
2017;Dress;Taylor Swift;pop;230;3:50;2017-11-10;82
2017;Language;Paperboy Fabe, Brent Faiyaz;;150;2:30;2017-05-12;80
2017;Unforgettable;French Montana, Swae Lee;hip hop, pop rap, rap, southern hip hop, trap;233;3:53;2017-07-14;86
2017;Nose On The Grindstone (OurVinyl Sessions);Tyler Childers, OurVinyl;kentucky indie, kentucky roots, outlaw country;204;3:24;2017-05-30;77
2017;Fishing In The Dark;Nitty Gritty Dirt Band;country rock, heartland rock;201;3:21;2017-09-29;75
2017;Love Galore (feat. Travis Scott);SZA, Travis Scott;pop, r&b, rap;275;4:35;2017-06-09;79
2017;Let You Down;NF;hip hop, pop rap;212;3:32;2017-10-06;82
2017;Best Part (feat. H.E.R.);Daniel Caesar, H.E.R.;canadian contemporary r&b;209;3:29;2017-08-25;84
2017;Sativa;Jhené Aiko, Swae Lee;r&b;276;4:36;2017-09-22;78
2017;Mask Off;Future;atl hip hop, hip hop, rap, southern hip hop, trap;204;3:24;2017-06-30;83
2017;Perfect;Ed Sheeran;pop, singer-songwriter pop, uk pop;263;4:23;2017-03-03;90
2017;Look At Me!;XXXTENTACION;emo rap, miami hip hop;126;2:06;2017-02-20;82
2017;One Number Away;Luke Combs;contemporary country, country;221;3:41;2017-06-02;77
2017;Call It What You Want;Taylor Swift;pop;203;3:23;2017-11-10;82
2017;End Game;Taylor Swift, Ed Sheeran, Future;pop;244;4:04;2017-11-10;81
2017;Shape of You;Ed Sheeran;pop, singer-songwriter pop, uk pop;233;3:53;2017-03-03;89
2017;Brazil;Declan McKenna;pov: indie;252;4:12;2017-07-21;81
2017;Follow You To Virgie (OurVinyl Sessions);Tyler Childers, OurVinyl;kentucky indie, kentucky roots, outlaw country;202;3:22;2017-05-30;75
2017;Something Just Like This;The Chainsmokers, Coldplay;electropop, pop;247;4:07;2017-04-07;87
2017;EA (feat. 21 Savage);Young Nudy, 21 Savage;pluggnb, rap, trap;227;3:47;2017-08-11;78
2017;King Of My Heart;Taylor Swift;pop;214;3:34;2017-11-10;80
2017;There's Nothing Holdin' Me Back;Shawn Mendes;canadian pop, pop, viral pop;199;3:19;2017-04-20;87
2017;Motion Sickness;Phoebe Bridgers;indie pop, la indie, pov: indie;229;3:49;2017-09-22;78
2017;Location;Khalid;pop, pop r&b;219;3:39;2017-04-27;79
2017;Moonlight on the River;Mac DeMarco;edmonton indie, lo-fi indie, pov: indie;422;7:02;2017-05-05;78
2017;Too Good At Goodbyes;Sam Smith;pop, uk pop;201;3:21;2017-11-03;86
2017;Whitehouse Road;Tyler Childers;kentucky indie, kentucky roots, outlaw country;280;4:40;2017-08-04;74
2017;Heaven;Kane Brown;black americana, contemporary country, country, country road;179;2:59;2017-10-06;75
2017;Goodie Bag;Still Woozy;bedroom pop, oakland indie, pov: indie;146;2:26;2017-11-05;78
2017;LOYALTY. FEAT. RIHANNA.;Kendrick Lamar, Rihanna;conscious hip hop, hip hop, rap, west coast rap;227;3:47;2017-04-14;79
2017;Rumor;Lee Brice;contemporary country, country, country road, modern country rock;198;3:18;2017-11-03;75
2017;Bank Account;21 Savage;atl hip hop, hip hop, rap, trap;220;3:40;2017-07-06;79
2017;Sign of the Times;Harry Styles;pop;340;5:40;2017-05-12;85
2017;Chanel;Frank Ocean;lgbtq+ hip hop, neo soul;210;3:30;2017-03-10;78
2017;The Weekend;SZA;pop, r&b, rap;272;4:32;2017-06-09;77
2017;Treat You Better;Shawn Mendes;canadian pop, pop, viral pop;187;3:07;2017-04-20;87
2017;Do Not Disturb;Drake;canadian hip hop, canadian pop, hip hop, pop rap, rap;283;4:43;2017-03-18;78
2017;M.... She Wrote;Tay-K;cali rap, dfw rap, rap, trap;112;1:52;2017-12-14;75
2017;Silence;Marshmello, Khalid;brostep, edm, pop, progressive electro house;180;3:00;2017-08-11;82
2017;Bored;Billie Eilish;art pop, electropop, pop;180;3:00;2017-03-30;84
2017;This Is Why We Can't Have Nice Things;Taylor Swift;pop;207;3:27;2017-11-10;79
2017;Feel It Still;Portugal. The Man;indie rock, indietronica, modern alternative rock, modern rock;163;2:43;2017-06-16;81
2017;I Don't Wanna Do This Anymore;XXXTENTACION;emo rap, miami hip hop;87;1:27;2017-05-16;78
2017;8TEEN;Khalid;pop, pop r&b;228;3:48;2017-04-27;77
2017;Whatever It Takes;Imagine Dragons;modern rock, pop, rock;201;3:21;2017-06-23;84
2017;Dancing With Our Hands Tied;Taylor Swift;pop;211;3:31;2017-11-10;79
2017;Swim;Chase Atlantic;alternative r&b;228;3:48;2017-10-04;84
2017;Losin Control;Russ;hawaiian hip hop, pop rap;237;3:57;2017-05-05;76
2017;In Case You Didn't Know;Brett Young;contemporary country, country, country road;224;3:44;2017-02-10;77
2017;My Ordinary Life;The Living Tombstone;otacore, pixel, pov: indie;230;3:50;2017-11-23;82
2017;Sweet;Cigarettes After Sex;ambient pop, dream pop, el paso indie, shoegaze;291;4:51;2017-06-09;75
2018;Whiskey Glasses;Morgan Wallen;contemporary country;234;3:54;2018-04-27;84
2018;Chasin' You;Morgan Wallen;contemporary country;205;3:25;2018-04-27;84
2018;Beautiful Crazy;Luke Combs;contemporary country, country;193;3:13;2018-06-01;84
2018;Drip Too Hard (Lil Baby & Gunna);Lil Baby, Gunna;atl hip hop, atl trap, rap, trap;145;2:25;2018-10-05;85
2018;She Got the Best of Me;Luke Combs;contemporary country, country;183;3:03;2018-06-01;82
2018;All Girls Are The Same;Juice WRLD;chicago rap, melodic rap, rap;165;2:45;2018-12-10;86
2018;Pure Cocaine;Lil Baby;atl hip hop, atl trap, rap, trap;154;2:34;2018-11-30;83
2018;ball w/o you;21 Savage;atl hip hop, hip hop, rap, trap;195;3:15;2018-12-21;83
2018;Yes Indeed;Lil Baby, Drake;atl hip hop, atl trap, rap, trap;142;2:22;2018-05-18;83
2018;Blue Hair;TV Girl;pov: indie;217;3:37;2018-05-08;85
2018;Sunflower - Spider-Man: Into the Spider-Verse;Post Malone, Swae Lee;dfw rap, melodic rap, pop, rap;158;2:38;2018-12-14;88
2018;lovely (with Khalid);Billie Eilish, Khalid;art pop, electropop, pop;200;3:20;2018-04-19;90
2018;All The Stars (with SZA);Kendrick Lamar, SZA;conscious hip hop, hip hop, rap, west coast rap;232;3:52;2018-02-09;86
2018;Lucid Dreams;Juice WRLD;chicago rap, melodic rap, rap;239;3:59;2018-12-10;86
2018;Shake the Frost (Live);Tyler Childers;kentucky indie, kentucky roots, outlaw country;175;2:55;2018-06-29;79
2018;a lot;21 Savage;atl hip hop, hip hop, rap, trap;288;4:48;2018-12-21;82
2018;SICKO MODE;Travis Scott;hip hop, rap, slap house;312;5:12;2018-08-03;86
2018;God's Plan;Drake;canadian hip hop, canadian pop, hip hop, pop rap, rap;198;3:18;2018-06-29;87
2018;After The Storm (feat. Tyler, The Creator & Bootsy Collins);Kali Uchis, Tyler, The Creator, Bootsy Collins;colombian pop;207;3:27;2018-04-06;84
2018;Violent Crimes;Kanye West;chicago rap, hip hop, rap;215;3:35;2018-06-01;83
2018;Show Me How;Men I Trust;indie pop;215;3:35;2018-02-28;83
2018;SLOW DANCING IN THE DARK;Joji;viral pop;209;3:29;2018-10-26;84
2018;rockstar (feat. 21 Savage);Post Malone, 21 Savage;dfw rap, melodic rap, pop, rap;218;3:38;2018-04-27;86
2018;Nice For What;Drake;canadian hip hop, canadian pop, hip hop, pop rap, rap;210;3:30;2018-06-29;82
2018;The Way I Talk;Morgan Wallen;contemporary country;208;3:28;2018-04-27;78
2018;Telephones;Vacations;newcastle nsw indie;212;3:32;2018;82
2018;we fell in love in october;girl in red;bedroom pop, indie pop, norwegian indie, pop, pov: indie;184;3:04;2018-11-21;86
2018;You Get Me So High;The Neighbourhood;modern alternative rock, modern rock, pop;153;2:33;2018-11-02;84
2018;Going Bad (feat. Drake);Meek Mill, Drake;hip hop, philly rap, pop rap, rap, southern hip hop, trap;180;3:00;2018-11-30;81
2018;Space Cadet (feat. Gunna);Metro Boomin, Gunna;rap;203;3:23;2018-11-06;83
2018;Lean Wit Me;Juice WRLD;chicago rap, melodic rap, rap;175;2:55;2018-12-10;80
2018;Call Out My Name;The Weeknd;canadian contemporary r&b, canadian pop, pop;228;3:48;2018-03-30;88
2018;Murder on My Mind;YNW Melly;melodic rap, rap;268;4:28;2018-08-03;83
2018;Trust;Brent Faiyaz;r&b, rap;158;2:38;2018-10-19;81
2018;Softcore;The Neighbourhood;modern alternative rock, modern rock, pop;206;3:26;2018-11-02;86
2018;Washing Machine Heart;Mitski;brooklyn indie, pov: indie;128;2:08;2018-08-17;84
2018;I Was Never There;The Weeknd, Gesaffelstein;canadian contemporary r&b, canadian pop, pop;241;4:01;2018-03-30;88
2018;Hex;80purppp;bedroom r&b, sad lo-fi;122;2:02;2018-03-12;83
2018;It's Called: Freefall;Rainbow Kitten Surprise;pov: indie;152;2:32;2018-04-06;81
2018;Hope;XXXTENTACION;emo rap, miami hip hop;110;1:50;2018-03-16;85
2018;Babydoll;Dominic Fike;alternative pop rock, pov: indie;97;1:37;2018-10-16;81
2018;10 Freaky Girls (with 21 Savage);Metro Boomin, 21 Savage;rap;208;3:28;2018-11-06;80
2018;Moonlight;XXXTENTACION;emo rap, miami hip hop;135;2:15;2018-03-16;84
2018;Small Worlds;Mac Miller;hip hop, pittsburgh rap, pop rap, rap;271;4:31;2018-08-03;80
2018;Better Now;Post Malone;dfw rap, melodic rap, pop, rap;231;3:51;2018-04-27;83
2018;Self Care;Mac Miller;hip hop, pittsburgh rap, pop rap, rap;345;5:45;2018-08-03;80
2018;SAD!;XXXTENTACION;emo rap, miami hip hop;166;2:46;2018-03-16;83
